,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
97179,099-2018-2019-04-00077,Ducks Unlimited Canada,Surrey,,,,,555000,3/27/19,,Securement and coordination of farmland habitat in the Fraser River delta,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97180,099-2018-2019-04-00078,Ducks Unlimited Canada,Stonewall,,,,,1842000,12/18/18,,"Prairie Habitat Joint Venture, North American Waterfowl Management Plan Program Delivery by Ducks Unlimited Canada",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97181,099-2018-2019-04-00079,Ducks Unlimited Canada,Edmonton,,,,,301000,3/25/19,,"Ducks Unlimited Canada Water Management Project in Last Mountain Lake, Saskatchewan - Lanigan Creek renaturalization",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97182,099-2018-2019-04-00080,Ducks Unlimited Canada,Amherst,,,,,300000,2/21/19,,Ducks Unlimited Canada Water Management Projects in Shepody (New-Brunswick) and Chignecto (Nova Scotia),,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97183,099-2018-2019-04-00081,Ducks Unlimited Canada,Stonewall,,,,,36400,1/18/19,,Support for the establishment of a First Nations Guardians Working Group through the Indigenous Leadership Initiative  (ILI)- September 2018 Workshop,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97184,099-2018-2019-04-00082,Ducks Unlimited Canada,Edmonton,,,,,40000,2/5/19,,Wetland Inventory & Technical Knowledge Sharing for the Dawson Regional Land Use Planning Region,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97185,099-2018-2019-04-00083,Ducks Unlimited Canada,Stonewall,,,,,250000,1/9/19,,Support for the establishment of a First Nations-Federal Joint Working Group through the Indigenous Leadership Initiative (ILI),,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97186,099-2018-2019-04-00084,Ducks Unlimited Canada,Edmonton,,,,,45000,12/13/18,,Boreal Caribou Knowledge Consortium: Support for building a Knowledge Sharing Portal.,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97187,099-2018-2019-04-00085,Ducks Unlimited Canada,Amherst,,,,,130000,1/16/19,,Wetland inventory of the Dawson Regional Land Use Planning Region,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97188,099-2018-2019-04-00094,Fort Nelson First Nation,Fort Nelson,,,,,180000,1/18/19,,“TAKING OUR PULSE” Fort Nelson First Nation Elder-Youth Focused Monitoring Program Proposal,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97189,099-2018-2019-04-00086,Ducks Unlimited Canada,Edmonton,,,,,50000,3/19/19,,Implementation of Activities Supporting the Eastern Habitat Joint Venture in Atlantic Canada,,Recipient redistributes the contribution award to third-party beneficiaries.  Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97190,099-2018-2019-04-00087,Ecological Services Initiative,Invermere,,,,,100000,3/25/19,,Support for Farmland Advantage,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97191,099-2018-2019-04-00088,Ecology Ottawa,Ottawa,,,,,125000,3/8/19,,Youth Climate Change Ambassador Program,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97192,099-2018-2019-04-00089,Éco-Nature,Laval,,,,,300000,1/29/19,,High ecological value private lands acquisition in Thousand-Islands River,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97193,099-2018-2019-04-00090,Exploring By The Seat Of Your Pants,Elora,,,,,50000,3/12/19,,Exploring Climate Change by the Seat of your Pants,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97194,099-2018-2019-04-00091,Forest Resource Improvement Association Of Alberta,Edmonton,,,,,3000000,12/10/18,,"Alberta Caribou Habitat Restoration, Access Management Planning and Aboriginal Traditional Knowledge Acquisition",,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97195,099-2018-2019-04-00092,Fort Folly First Nation,Dorchester,,,,,62810,1/9/19,,Fort Folly Habitat Recovery,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97196,099-2018-2019-04-00093,Fort Mckay First Nation,Fort Mcmurray,,,,,50000,12/20/18,,Boreal Caribou Knowledge Consortium: Support for participation and capacity building in Indigenous communities and National Indigenous Organizations,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97197,099-2018-2019-04-00095,Fort Nelson First Nation,Fort Nelson,,,,,30000,1/31/19,,Engagement with Fort Nelson First Nation on boreal caribou recovery in BC,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97198,099-2018-2019-04-00096,Fraser Basin Council,Vancouver,,,,,50000,3/11/19,,My Climate Story,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97199,099-2018-2019-04-00097,Gaea Conservation Network Inc,St. George'S,,,,,20000,1/8/19,,Building community engagement with nature in a climate change refuge,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97200,099-2018-2019-04-00098,Georgian Bay Trust Foundation,Toronto,,,,,967000,2/8/19,,Protecting a 2500 Hectare Georgian Bay Watershed,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97201,099-2018-2019-04-00099,Gordon Foundation,Toronto,,,,,100000,1/8/19,,"To facilitate water quality monitoring data from other organizations to be put on the Datastreams (e.g. Mackenzie, Atlantic, other)",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97202,099-2018-2019-04-00100,Gordon Foundation,Toronto,,,,,300000,1/8/19,,"To facilitate water quality monitoring data from other organizations to be put on the Datastreams (e.g. Mackenzie, Atlantic, other)",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97203,099-2018-2019-04-00101,Governing Council Of The University Of Toronto,Toronto,,,,,125000,4/1/19,,"Toronto Harbour Trash Wheel: marine litter clean-up, outreach and citizen science",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97204,099-2018-2019-04-00102,Governing Council Of The University Of Toronto,Toronto,,,,,90000,2/5/19,,"Assessing impacts of Neonicotinoid insecticides in agroecosystems to migratory bird pollinators, hummingbirds.",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97205,099-2018-2019-04-00103,Governing Council Of The University Of Toronto,Toronto,,,,,60000,1/15/19,,Mapping indicators of oxidative stress in air using passive samplers  ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97206,099-2018-2019-04-00104,Governing Council Of The University Of Toronto,Toronto,,,,,105000,2/13/19,,"Understanding the links between precursor pollutants, aerosol composition and health impacts",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97207,099-2018-2019-04-00105,Governing Council Of The University Of Toronto,Toronto,,,,,285000,2/13/19,,Passive mercury sampler development and implementation,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97208,099-2018-2019-04-00106,Governing Council Of The University Of Toronto,Toronto,,,,,47949,2/13/19,,Characterizing the Influence of Stratospheric Ozone and Local Ozone Production on Surface Ozone Abundances,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97209,099-2018-2019-04-00107,Governing Council Of The University Of Toronto,Toronto,,,,,36000,2/21/19,,Measuring and Modelling the Volatility Evolution of Atmospheric Organics,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97210,099-2018-2019-04-00108,Government Of The Netherlands,"The Hague,",,,,,7000000,3/31/19,,Global Commission on Adaptation ,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97211,099-2018-2019-04-00109,Governors Of The University Of Alberta,Edmonton,,,,,195000,2/7/19,,"Assessment of Polar bear demography and health, and development of predictive models for future population trends",,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97212,099-2018-2019-04-00110,Governors Of The University Of Calgary,Calgary,,,,,100000,2/13/19,,Chemical characterization of NOz species at the Oski-Ôtin site in support of atmospheric monitoring in the Alberta oil sands region,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97213,099-2018-2019-04-00111,Grand River Employment And Training Inc,Ohsweken,,,,,24018,1/18/19,,Six Nations Grow for Monarchs Project,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97214,099-2018-2019-04-00112,Great Bear Initiative Society,Vancouver,,,,,200000,3/25/19,,Coastal Guardian Watchmen,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97215,099-2018-2019-04-00113,Green Action Centre,Winnipeg,,,,,35000,3/8/19,,Food Waste Prevention in Schools,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97216,099-2018-2019-04-00114,Greenmantra Recycling Technolgies Ltd,Brantford,,,,,150000,3/29/19,,Optimise processes to produce and purify commercial grade polystyrene,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97217,099-2018-2019-04-00115,Grey Sauble Conservation Authority,Owen Sound,,,,,85791,9/26/18,,Fertile Fields and Clean Streams,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97218,099-2018-2019-04-00116,Groupe d’Étude et de protection des oiseaux en Guyane,Remire-Montjoly,,,,,15000,1/18/19,,"Shorebirds conservation in Mana's polders, French Guyana",,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97219,099-2018-2019-04-00117,Halifax Regional Municipality,Halifax,,,,,863128,4/3/19,,Blue Mountain‐Birch Cove Lakes Wilderness Park Land Acquisition,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97220,099-2018-2019-04-00118,Humber Arm Environmental Assoc Inc.,Corner Brook,,,,,35000,1/19/19,,"Spatial and temporal Interactions, American Lobster and Aquatic Invasive Species Green Crab",,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97221,099-2018-2019-04-00122,International Council On Clean Transportation,Washington,,,,,300000,3/22/19,,Support Enhanced Verification Research and Development on Heavy-Duty and Light-Duty vehicles,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97222,099-2018-2019-04-00123,International Institute For Sustainable Development,Winnipeg,,,,,125000,3/8/19,,Raising SME Awareness and Action in Manitoba on Climate Change,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97223,099-2019-2020-02-00027,Central Kootenay Invasive Species Society,Rossland,,,,,34860,8/27/19,,Riparian Restoration in the Kootenay Region,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97224,099-2018-2019-04-00124,International Institute For Sustainable Development,Winnipeg,,,,,30000,2/1/19,,Canadian Sustainability Indicators Network - Expanding knowledge and audiences,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97225,099-2018-2019-04-00125,International Maritime Organization,"London, Se1 7Sr",,,,,25000,12/18/18,,International Maritime Organization/London Protocol and Supporting New Strategic Plan,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
