Hawkes Bay,[8316.]
Hawkesbury,[141901. 475957.  50000.  66495.]
"Hawkesbury, Ontario",[851887.]
Hay Lakes,[7418. 4095.]
Hay River,[178346. 215590.]
"Hay River, Northwest Territories|Hay River, Territoires du Nord-Ouest",[1392452.   50000.]
Hays,[3709. 4777.]
Hazelton,[125418.  80332. 117415.  99313.  99303.  38891.  52434.]
Hazlet,[ 6995. 12099.]
Head of Chezzetcook,[77027. 46184. 28896.  2640.]
Head of Jeddore,[2860. 2776.]
Head of Millstream,[1802. 1840.]
Head of St. Margaret's Bay,[1388.]
Headingley,[ 38326.  55046.  39345.  37795.  35997.  34849. 254557.]
"Headingley, Manitoba",[45000.]
Headlingley,[3686.]
Hearst,[140805.  42027.]
Heart's Content,[16937. 14956.]
Heart's Delight-Islington,[25370.  5346.]
Heart's Desire,[6110.]
Hearts Delight,[16038.]
Heatherton,[1005. 3611.]
Hebbs Cross,[1320. 1388.]
Hebron,[100000.  67737.  68114.   8056.  16328.]
Heckmans Island,[1619.]
Hedley,[6901. 8822.]
Heidelberg,[3360.]
Heinsburg,[3264. 7875.]
Heisler,[1632. 3600.]
Hemmingford,[11834. 34536.]
Henryville,[ 7562. 28954.]
Henvey Inlet First Nation,[6644.]
Hepburn,[37700.  3947. 17715.]
"Hepburn, Saskatchewan",[29000.]
Hepworth,[50000. 13440.]
Heriot Bay,[26677. 40581. 73560.]
Heritage Pointe,[ 6528. 16800.]
Hermitage,[12947.  1197.]
Heron Bay,[28476. 18985.]
Herring Cove,[1155. 4483.]
Herring Neck,[1005. 1368.]
Hersonville,[3680.]
Hiawatha,[15187.]
Hickman's Harbour,[1368.]
Hickman's Island,[1368.]
Hickson,[29657.]
High Level,[8869666.   32046.   29507.]
High Prairie,[26220. 31441. 69090. 60184. 30690. 29610. 69286. 40404. 78365. 47156.]
High River,[178496.  65000. 191964. 187295. 204693. 662284. 120132.]
"High River, Alberta",[174643.  27528.]
Hilden,[1619.]
Hillandale,[1971.]
Hillier,[14314.     0.]
Hillsborough,[35583. 57899.]
Hillsburgh,[25200. 51655. 62838.]
"Hillsburgh, Ontario",[26028.]
Hillsburn,[1540.]
Hillview,[20693.]
Hilton Beach,[35857.  6720.  3360.]
Hinchinbrooke,[11382.]
Hines Creek,[ 9051. 16134.]
Hinton,[ 58380. 115567.]
Hixon,[1520. 1664.]
Hobbema,[  552412.   220049.   174177. 20126869.  2040807.  1814700.]
Hoey,[2655.]
Holden,[2856. 3583.]
Holland,[ 9303. 13728.]
Holland Centre,[6720.]
Holland Landing,[10710. 16779.]
Holstein,[1680.]
Holyrood,[ 40237. 833523.]
Homeville,[11349.]
Honey Harbour,[3797.]
Honfleur,[16054. 22934.]
Hope,[107680.  50000. 724662. 191160.  74935. 134990.]
Hope Paspébiac,[30000.]
Hope Town,[ 5377. 44942.]
"Hope, British Columbia|Hope, Colombie-Britannique",[27776.]
Hopewell Cape,[16779. 17858.]
Hopewell Hill,[ 8727. 11454.]
Hornby Island,[136344. 140722. 148747. 127736. 127790. 142622.  36810.  25153.  35732.]
Hornell Heights,[7594.]
Hornepayne,[3360.]
Hortonville,[3468.]
Horwood,[5600.]
Houston,[94152. 99557. 40855. 81040.]
Howden,[11572.]
Howick,[16414. 26936.]
Howley,[ 1005. 26368.]
Hoyt,[11044. 11301.]
Hubbards,[362143.  48084.  45889.]
Huberdeau,[1260. 3500.]
Hubley,[4400. 1388.]
Hudson,[ 76077. 292134.]
Hudson Bay,[21812. 13870.]
Hudson's Hope,[ 6489. 22361.]
Hull,[1260.]
Humber Valley Resort,[1368.]
Humboldt,[49096. 65933. 50000. 62461. 93149.]
"Humboldt, Saskatchewan",[40000.]
Hunter River,[50000. 78460. 73445.]
Huntingdon,[ 5700647.  2846032.  2700000.  2700000.    59698. 12156477.]
Huntington,[2.700e+06 2.700e+06 8.100e+06 6.160e+03 7.222e+03]
Hunts Point,[1320.]
Huntsville,[30027. 54000. 26527. 20000.]
"Huntsville, Ontario",[50000.]
Huron-Bruce,[0.]
Hythe,[1632. 4200.]
Hébertville,[28039. 54094.]
Hébertville-Station,[ 6120. 37361.]
Hérouxville,[57343. 40603. 73820.]
ILE A LA CROSSE,[7182.]
INNISFAIL,[13756.]
INVERMERE,[7562.]
IQALUIT,[26025.]
Iberville,[37400.]
Igloolik,[6211.]
Ignace,[34036.  6692. 17580.]
Ilderton,[27052.  1680. 50000.]
"Ilderton, Ontario",[50000.]
Ile Des Chenes,[4374.]
Ile a la Crosse,[69723. 20494.  7182.]
Ile des Chenes,[21660.]
Ile-a-la Crosse,[1549.]
Ile-des-Chenes,[15206.]
Imperial,[1316. 3097.]
Indian Bay,[10735. 10597.]
Indian Harbour,[2860. 1619.]
Indian Head,[60903. 13088. 41132.]
"Indian Head, Saskatchewan",[30575.]
Indian Island,[22000.]
Indian Mountain,[1577.]
Indian River,[2940.    0.]
Ingersoll,[25500. 62550. 45000. 65274. 14800.]
Ingleside,[5477.]
Inglis,[4441. 8257.]
Ingonish,[27072. 13582. 17742.]
Ingonish Beach,[22932. 13411.]
Ingramport,[1320.]
Inkerman,[76825. 45127. 10684. 10925.]
Innerkip,[35924. 11760. 75545.]
Innisfail,[ 243332.  241119.  281946.  302228. 2812942.   31852.   36943. 2570387.]
Innisfil,[121227. 124301.  25000.]
"Innisfil, Ontario",[104642.]
Innisfree,[4896. 9900.]
Intervale,[3604. 1840.]
Inuvik,[  100000.   451277.  7179285. 10367391.    71611.   624733.]
"Inuvik, Northwest Territories|Inuvik, Territoires du Nord-Ouest",[5246734.   31542.]
Inverary,[3360.]
Invermay,[3998.]
Invermere,[54657. 66980.]
Inverness,[50000. 43228. 88921.]
Inverness County,[3850.]
Inverness county,[3436.]
"Inverness, Nova Scotia|Inverness, Nouvelle-Écosse",[50000.]
Inwood,[1340.]
Iona,[23340. 29606.]
Iqaluit,"[  667633.   964410.   334000.  3495017. 21354316.   997075.  2525055.
   346016.  4913227.   156059.   187006.  1340570.  9546717.]"
"Iqaluit, Nunavut",[9146806. 3820114.]
Iqualuit,[550989.]
Irishtown,[29000.  1802.]
Irishtown-Summerside,[6874.]
Irlande,[6830.]
Irma,[4305.]
Iron Bridge,[14752.]
Iron Mines,[10308. 17222.]
Iron Springs,[6528.]
Iroquois,[ 65000.   5040. 246700.]
Iroquois Falls,[34173.]
Irricana,[6973. 8745.]
Irvine,[1632.]
Isaac's Harbour,[3611.]
Isaacs Harbour,[3436.]
Iskut,[8822.]
Isle aux Morts,[21211. 51171.]
Isle-Aux-Allumettes,[7968.]
Isle-aux-Coudres,[21095.]
Isle-aux-Grues,[3500.]
Isle-aux-coudres,[30000.]
Islington,[1005. 1368.]
Issoudun,[10500.]
Ituna,[10699. 12350.]
Ivry-sur-le-Lac,[3706. 9500.]
JASPER,[11078.]
Jackson's Arm,[3048. 3055.]
Jackson's Point,[33279. 30468.]
Jacksons Point,[39813. 41102. 72589. 25076. 32484. 45563.]
"Jacksons Point, Ontario",[35556.]
Jacksonville,[1622. 4816.]
Janetville,[12852.]
Janville,[3514.]
Jarvis,[6720.]
Jasper,[40949. 46478.]
Jeffrey's,[23884. 30859.]
Jemseg,[3514. 3596.]
Jerseyville,[32592.]
Jobs Cove,[5971.]
Joe Batt's Arm,[5972.]
Joe Batt's Arm-Barr'd Islands-Shoal Bay ,[9020.]
Joe Batts Arm,[17759.]
Joggins,[6736. 7932.]
Johnston Point,[1802.]
Johnstown,[1680.]
Johnville,[ 6842. 15470.]
Joliette,"[ 505117.  563275.  355859.  545743.  525121.  673119.  833655.  442527.
  314834.  173897.  220196. 1096061.]"
"Joliette, Quebec|Joliette, Québec",[ 41844. 670111.]
Joly,[13762.]
Jonquiere,[10290.]
Jonquière,"[ 527124.  431341.  373984.  423084.  492243.  149576.  385057.  221366.
  209801.  159412.  581910.  445481. 1581805.]"
"Jonquière, Quebec|Jonquière, Québec",[417646.]
Jonquière-Nord,[11556.]
Jordan Station,[48384.  5880.]
Joussard,[3709. 3072.]
Judique,[24666. 17850.]
Juniper,[7028. 7192.]
KAHNAWAKE,[  3294. 200000.]
KALEDEN,[1664.]
KAMLOOPS,[21830.]
KASLO,[1941.]
KELOWNA,[44186.]
KELVINGTON,[3078.]
KENTVILLE,[0.]
KEREMEOS,[5822.]
KILLARNEY,[3178.]
KITIMAT,[29908.]
KItchener,[11390.]
KYLE,[3097.]
Kaboul,[400000.]
Kagawong,[1680.]
Kahnawake,"[55201408.  1262821.  8886071.  2380000.   354564.  1508144.    90986.
   169806.]"
"Kahnawake, Quebec|Kahnawake, Québec",[1401619.]
Kakabeka Falls,[50000.  3360.]
Kaleden,[86208.  6901. 32208.]
Kaministiquia,[11391.]
Kamloops,"[  577163.  1603098.   926778.   597432. 14502058.   381233.  2882518.
  1633873.  2925900.   445073.   358853.   486924.  3976497.]"
"Kamloops, British Columbia|Kamloops, Colombie-Britannique",[89213. 84060. 45500.]
Kamouraska,[13177. 36994.]
Kamploops,[50000.]
Kamsack,[ 47802.  48092.  98314.  88293. 119958.  89339.   2632.  76417.]
Kananaskis,[1632. 6300.]
Kanata,"[2473312.  926000.  148113.  977716.  550000.  529880.  244226.  420695.
  436801.]"
"Kanata, Ontario",[2812360.]
Kanesatake,[ 27445. 524389. 166578.]
Kapuskasing,"[285899. 174493. 587924. 369849. 352542.  94858.  42635. 129361.  50000.
  45644.      0.]"
Kars,[1840.]
Kaslo,[11008. 48159.]
Kawawachikamach,[1989318.  100000.]
Kazabazua,[ 28175.   7412. 261764.]
Kearney,[50000.]
Kedgwick,[ 35000.  38484.  29248. 920690.]
Kedgwick River,[1577.]
Keels,[1368.]
Keene,[7157.]
Keewatin,[41000. 35595. 18111.     0.]
Keewaywin,[13440.]
Keg River,[24500.]
Kehewin,[210152.]
Kelliher,[5678. 6855.]
Kelly's Cross,[66183.]
Kelona,[41913.]
Kelowna,"[ 738859. 1828058.  981561. 1537796. 8647444.  564667. 2413985.  907623.
 3854395.  847441. 1118643.  660175. 9398724.]"
Kelowna East,[16842.]
"Kelowna, BC",[4411.]
"Kelowna, British Columbia|Kelowna, Colombie-Britannique",[ 104306. 1022002.   84663.]
Kelvington,[ 9209. 15927.]
Kempt,[6872.]
Kemptville,[149113.  98013.]
"Kemptville, Ontario",[45000.]
Kemvle,[3360.]
Kenaston,[ 2632. 25492.]
Kendal,[5040.    0.]
Kenilworth,[13440.]
Kennedy,[22874.]
Kennetcook,[6872. 7222.]
Kenora,"[  161253. 16805685.   425659.  5276126.    50000.   252835.  1078000.
   153806. 34409748.]"
"Kenora, Ontario",[50000. 88142.]
Kenosee Lake,[25000.]
Kensington,[72666. 88227.]
Kentville,"[ 60000. 155947. 137805. 176548. 288581. 305312. 247104. 135901.  96468.
 342462.]"
Kenville,[3101.]
Kenzieville,[3436.]
Keremeos,[41728. 35615. 47935.]
Kerrobert,[50000. 74867.  3618.  6549.]
Keswick,[26859. 62786. 45877. 31530. 44380.  2157.]
Keswick Ridge,[ 9544. 12834.]
Kettleby,[31500. 18480.]
Kicthener,[30375.]
Kiersteadville,[2956. 2818.]
Kilburn,[4393.]
Killaloe,[169908. 328231.  50000.  25491.  64730.]
"Killaloe, Ontario",[32500.]
Killam,[319382.  34088. 224906.  13946.  13755.]
"Killam, Alberta",[849272.]
Killarney,[48571. 45852.]
Killarney Road,[3604. 5060.]
Killoween,[1802. 1840.]
Kilworth,[3360.]
Kilworthy,[0.]
Kimberley,[104216.  90735.  75000.  50000.  28800.  23325.  44292.]
"Kimberley, British Columbia|Kimberley, Colombie-Britannique",[50000.]
Kinburn,[27026. 18917.]
Kincaid,[1316.]
Kincardine,[ 37387.  30550. 338090.  22399.]
"Kincardine, Ontario",[40452.]
Kindersley,[30000. 14404. 26199.]
"Kindersley, Saskatchewan",[31500.]
King,[3920.]
King CIty,[2520.]
King City,[ 37000.  50000.  69092. 100000.]
King city,[3797.]
King's Point,[19039. 21860.]
Kingman,[50000.]
Kings Head,[2945. 3095.]
Kingsbury,[3551. 3000.]
Kingsclear First Nation,[12327.]
Kingsey Falls,[11730.  8250.]
Kingston,"[1070709. 1655280. 1536465. 1800907. 4082893. 2743882.  693744. 1559946.
 1341089.  952332. 1739606. 2017743. 1830701.]"
"Kingston, Ontario",[1317468. 2324194.   93663.]
Kingsville,[50000. 74526. 22415.]
Kinistino,[14819. 16433.]
Kinkora,[1388. 4416.]
Kinmount,[47000.]
Kinnear's Mills,[9107. 5250.]
Kinuso,[3264. 4778.]
Kipawa,[ 1440. 27966.]
Kipling,[28325. 29783.]
Kippens,[35703. 43232.]
Kirkfield,[3797.]
Kirkland,[ 33333.  66758. 155864. 406256.]
Kirkland Lake,[  29760.   59997. 1678385.   96000.   10517.       0.]
"Kirkland Lake, Ontario",[50000.]
Kirkland lake,[12701.]
"Kirkland, Quebec|Kirkland, Québec",[68150. 50000.]
Kispiox,[6038.]
Kitamaat,[32623.]
Kitchener,"[3402804. 1238448. 1406595. 1434458. 1473903.  484313.  571755. 1815331.
 3871369.  490558. 1264139. 1052295. 7892519.]"
"Kitchener, Ontario",[1557744.   65228.]
Kitigan Zibi Anishnabeg,[ 207572. 2378812.]
Kitimat,[ 66646. 125973.]
"Kitimat, British Columbia|Kitimat, Colombie-Britannique",[39662.]
Kitscoty,[11424. 12600.]
Kleefeld,[4906.]
Kleinburg,[30874. 17600.]
Knight's Cove,[5972.]
Knowlesville,[ 9628. 11086.]
Knowlton,[ 98830. 175000. 494728.  29627.  23626.]
Knutsford,[3039. 3881.]
"Knutsford, British Columbia|Knutsford, Colombie-Britannique",[827435.]
Komoka,[50000. 15187.  7479.]
Koostatak,[32211.  3686.]
Kootenay Bay,[3036. 8822.]
Kotenay Bay,[1775.]
Kouchibouguac,[11058. 11688.]
Kronau,[12188.]
Kugaaruk,[94555.]
Kugluktuk,[50693. 26670.]
Kuujjuak,[99300.]
Kuujjuaq,[ 1072724.  3898372. 27133152.  5000000.]
"Kuujjuaq, Quebec|Kuujjuaq, Québec",[2134777.]
Kyle,[50000.  9208.  7182.]
Kyuquot,[1520.]
L'ASSOMPTION,[13971.]
L'Amable,[3322.]
L'Ancienne-Lorette,[ 49396. 165066.]
L'Ange-Gardien,[22846. 20820.]
L'Annonciation,[72580.]
L'Anse au Clair,[6110.]
L'Anse au Loup,[15674.]
L'Anse-Saint-Jean,[ 43945. 135334.]
L'Anse-au-Clair,[7981.]
L'Anse-au-Loup,[33400. 54175.]
L'Ardoise,[10308. 41793.]
L'Ascension,[1260. 3500.]
L'Ascension-de-Notre-Seigneur,[ 37559. 126864.]
L'Ascension-de-Patapédia,[ 4941. 51276.]
L'Assomption,[145182. 343262.]
"L'Assomption, Quebec|L'Assomption, Québec",[49471.]
L'Avenir,[ 2520. 15550.]
L'Etang,[3467.]
L'Etete,[8032. 8218.]
L'Ile-Perrot,[28148.]
L'Isle-Verte,[ 8465. 63772.]
L'Isle-aux-Allumettes,[19373. 43246.]
L'Isle-aux-Coudres,[ 1440. 71036.]
L'Islet,[12197. 31386.]
L'Orignal,[33734.]
"L'Orignal, Ontario",[35384.]
L'anse au Loup,[0.]
L'assomption,[1440.]
L'Épiphanie,[47703. 64884.]
L'Étang-du-Nord,[50000. 27223. 71710.]
L'Île-Bizard,[ 8672. 14798.]
L'Île-Perrot,[33683. 66952.]
L'Île-d'Entrée,[3294.]
L'Île-du-Grand-Calumet,[5052. 9800.]
LA LOCHE,[1549.]
LA TUQUE,[1080.]
LACHUTE,[3600.]
LACOMBE,[19109.]
LAKE COUNTRY,[7763.]
LANGLEY,[13233.]
LEAMINGTON,[3920.]
LETHBRIDGE,[82165.]
LLOYDMINSTER,[6194.]
LLoydminster,[7182.]
LOCKPORT,[2727.]
LONDON,[11047.]
La Baie,"[  34528.   60061.  147840.  145306.  252791.  557624.  277408.  216272.
  342400.  724709.  150322. 1116442.]"
"La Baie, Quebec|La Baie, Québec",[605355.]
La Barriere,[2456. 2187.]
La Bostonnais,[1440. 8500.]
La Broquerie,[19369. 17304.]
La Conception,[4322. 7000.]
La Corne,[50000.  6840. 34866.]
La Crete,[13056. 43679.]
La Croche,[3780. 6200.]
La Doré,[ 9801. 26434.]
La Durantaye,[27762.]
La Grand'Terre,[6966.]
La Guadeloupe,[27734. 67410.]
La Loche,[445300.   7410.  14362.]
La Macaza,[ 7020. 27064.]
La Malbaie,[ 43275. 174027. 165484.  81673. 177013.  77382. 176026.]
La Martre,[2882. 8226.]
La Minerve,[ 3780. 18468.]
La Motte,[2882. 7284.]
La Patrie,[11578. 76273.]
La Pocatière,[ 27955.  87196.  87375.  21460. 543553.]
"La Pocatière, Quebec|La Pocatière, Québec",[27242.]
La Prairie,[ 25515.  30414.  30927.  31780.  32623.  57108. 172801. 226532. 369290.]
"La Prairie, Quebec|La Prairie, Québec",[179285.]
La Présentation,[ 8026. 18468.]
La Pêche,[50000. 17572. 48796.]
La Reine,[2882. 9106.]
La Romaine,[ 4942. 32968.]
La Ronge,"[   83697.    82481. 15000000.    65428.   187211.   139070.    41137.
  8160782.   102242.   117316.    28324.   164632.]"
"La Ronge, Saskatchewan",[7784918.]
La Rédemption,[ 6314. 25402.]
La Salle,[4019. 7372.]
La Sarre,"[ 65195.  45305.  73786.  66961.  78166. 108106. 137628. 291503.  67366.
 555175.]"
"La Sarre, Quebec|La Sarre, Québec",[254028.]
La Scie,[20910.]
La Tabatière,[ 7824. 23904.]
La Tuque,"[ 41000.  70339. 159874. 133372.  70245.  66339. 141739.  73766.  30000.
 769212.  98752. 374136.]"
"La Tuque, Quebec|La Tuque, Québec",[116792.  55000.]
La Visitation-de-l'Île-Dupas,[1260. 3000.]
La peche,[0.]
LaBaie,[25110. 33652. 33614.]
LaBroquerie,[4370.]
LaCrete,[124254.]
LaHave,[11848. 23727.]
LaRonge,[25050.]
LaSalle,"[148552. 191595. 299807. 228761. 171466. 598477. 204760. 436373.  90986.
 339323. 314322. 996146.]"
"LaSalle, Ontario",[34884. 50000.]
"LaSalle, Quebec|LaSalle, Québec",[1017556.]
LaScie,[17615.]
Labelle,[10086. 86096.]
Labrador City,[ 27032. 103539. 148647.]
Labrecque,[11685. 54963.]
Lac Baker,[24989.]
Lac Beauport,[39089.]
Lac Du Bonnet,[ 73557. 233310.]
Lac Kenogami,[20658.]
Lac La Biche,[240689. 160265. 180632.  47626. 174363.]
"Lac La Biche, Alberta",[787366.]
Lac La Ronge,[12187.]
Lac Mégantic,[0.]
Lac Simon,[ 71685. 118960.]
Lac Supérieur,[48000.]
Lac du  Bonnet,[2724.]
Lac du Bonnet,[21774. 38922.]
Lac la Biche,[17952. 58800.]
Lac-Aux-Sables,[2471.]
Lac-Baker,[4506.]
Lac-Beauport,[ 41112. 100954.]
Lac-Bouchette,[32213. 62137.]
Lac-Brome,[28201. 56516.]
Lac-Delage,[ 5506. 19434.]
Lac-Drolet,[11254. 25040.]
Lac-Etchemin,[129822. 112595.  99479.  98829.  99666.  58399. 179966.]
Lac-Frontière,[1080. 3500.]
"Lac-Frontière, Quebec|Lac-Frontière, Québec",[37060.]
Lac-Humqui,[2471.]
Lac-Kénogami,[8730.]
Lac-Mégantic,[ 94741.  33521.  34256.  41307. 246099.]
Lac-Saguay,[ 2882. 24110.]
Lac-Saint-Joseph,[ 5506. 17442.]
Lac-Saint-Paul,[2520. 7000.]
Lac-Sainte-Marie,[3911. 9830.]
Lac-Sergent,[4500. 5426.]
Lac-Simon,[27991.]
Lac-Supérieur,[ 4244. 10748.]
Lac-Tremblant-Nord,[2882.]
Lac-au-Saumon,[12355. 47806.]
Lac-aux-Sables,[16667. 18468.]
Lac-des-Aigles,[ 8235. 63320.]
Lac-des-Plages,[3500.]
Lac-des-Seize-Îles,[ 7614. 14284.]
Lac-des-Écorces,[ 9722. 42968.]
Lac-des-Îles,[19920.]
Lac-du-Cerf,[3500.]
Lac-Édouard,[ 5353. 31868.]
Lachenaie,[7000.]
Lachine,[106117. 256531.  93371.  94489. 395187. 198877.  33732. 299450. 622932.]
"Lachine, Quebec|Lachine, Québec",[332354.]
Lachute,"[219453. 185590.  98333. 127503.  98845.  38213.  97029. 102970.  96507.
  56816. 399996.]"
"Lachute, Quebec|Lachute, Québec",[45000.]
Lacolle,[ 25000.  30355. 137809.]
Lacombe,"[ 28440.  54880.  64927.  56099.  57304.  56940.  52536.  49776.  78115.
 179826. 154578.]"
Lacombe County,[28666.]
"Lacombe, Alberta",[104781.]
Ladle Cove,[ 7837. 10694.]
Ladysmith,[ 50000.  75000.  40586.  91532. 134045.]
Ladysmith  ,[8192.]
Ladysmith BC,[4411.]
"Ladysmith, British Columbia|Ladysmith, Colombie-Britannique",[474402.]
Lafleche,[45867.  5262.  5929.]
Lahave,[16500.]
Laird,[1316. 1549.]
Lake Charlotte,[8192. 9999.]
Lake Country,[73804. 77486.]
Lake Cowichan,[21810. 71501.]
Lake Echo,[37340. 53417.]
Lake Flectcher,[1388.]
Lake George,[25000.]
Lake Loon,[5280. 2775.]
Lake Louise,[25074. 42787.]
Lake Manitoba First Nation,[3101.]
Lake Metigoshe,[5453.]
Lakefield,[16431.]
"Lakefield, Ontario",[50000.]
Lakeside,[ 18546. 362515.]
"Lakeside, Nova Scotia|Lakeside, Nouvelle-Écosse",[51008.]
Lakevale,[3080.]
Lakeview,[3080. 4620.]
Lakeville,[1577.]
Lamaline,[14069. 22754.]
Lamarche,[15866. 16968.]
Lambton,[30200.  2880. 19658.]
Lambton Shores,[31593. 35598. 53760.     0.]
Lameque,[90451.]
Lamont,[ 3264. 39700.]
Lampman,[7181.]
Lamèque,[94743.]
Lanark,[22782. 52004.]
Lancaster,[23957. 16510.]
Landis,[1316. 1549.]
Landmark,[ 2232. 11203.]
Landrienne,[1260. 4000.]
Landry,[4016. 5393.]
Langdon,[8160.]
Langeburg,[3591.]
Langely,[49260.]
Langenburg,[ 5680. 13937.]
Langford,[32847. 50798.]
Langham,[7409.]
Langley,"[ 222063.  337101.  317576.  411202.  287900.  517024.   33511.  429757.
   25000.  454079. 1403275.]"
"Langley, British Columbia",[25893.]
"Langley, British Columbia|Langley, Colombie-Britannique",[990358.]
Langruth,[2676. 3686.]
Lanigan,[9625. 3591.]
Lanoraie,[11526. 46560.]
Lansdowne,[45000. 58567.]
"Lansdowne, Ontario",[29629.]
Lantier,[4734. 3500.]
Lantz,[21353. 16322.]
Lantzville,[ 76789. 210037.]
Larder Lake,[50000. 12197.]
Lark Harbour,[1005.]
Larouche,[10705. 85336.]
Larry's River,[3611.]
Lasalle,[411695.  26068. 442237.  29993.  31570.  58351.  88550.]
"Lasalle, Quebec|Lasalle, Québec",[25509.]
Lashburn,[7893. 8820.]
Latchford,[1680.]
Laterriere,[70657.]
Laterrière,[152053.  66217. 189152.]
Latulipe,[4554. 4000.]
Latuque,[5764.]
Launay,[1440. 3200.]
Laurenceton,[5971. 6110.]
Laurier,[13416.]
Laurier-Station,[34748. 92191.]
Laurierville,[ 5764. 22881.]
Laval,"[ 1798800.  2416883.  1708241.  2404457.  1988539.  1739130.  3227905.
   890273.  1475936.  5929568.  1086849.  2289857. 12025572.]"
Laval Ouest,[30956.]
"Laval, Quebec|Laval, Québec",[778766. 110635.]
Lavaltrie,[ 28059.  34533.  67933.  33254. 262591.  25988. 344809.]
Laverlochère,[ 3294. 32967.]
Lavigne,[11391.]
"Lavigne, Ontario",[25121.]
Lawn,[2613. 3055.]
Lawrencetown,[ 86913. 557483.  56712.  17059.  23142.]
Lawrenceville,[ 7411. 21056.]
Lazo,[20700. 30247.]
Le Bic,[236475. 227300. 213935. 599203.]
Le Goulet,[ 4894. 44490.]
LeMoyne,[ 80727.  19762. 113528.]
LeRoy,[17037. 66380.]
Leader,[5262. 9070.]
Leading Tickles,[21645. 29087.]
Leamington,[129085.  63184.]
Leask,[ 1316. 33340.]
Leaskdale,[11390.]
"Leaskdale, Ontario",[44850.]
Lebel-sur-Quévillon,[ 75000.  32270. 100558.]
Lebret,[1316. 1549.]
Leclercville,[2520. 7968.]
Leduc,[28487. 28592. 79525. 87727.]
"Leduc, Alberta",[33817.]
Lefroy,[37409.]
Legal,[3264. 4200.]
Lejeune,[ 6021. 13658.]
Lemberg,[1316. 3097.]
Lemieux,[2665.]
Lemoyne,[ 49694. 236679. 243846. 266650.  69927.  45698.]
Lennox Island,[3608.]
Lennoxville,[49565.]
Leoville,[1316.]
Lerhbridge,[13056.]
Leroy,[1053. 6155.]
Les Bergeronnes,[47293. 64282.]
Les Coteaux,[ 28557. 114154.  93633. 192634.  12966.  91770.]
Les Cèdres,[14946. 98843.]
Les Escoumins,[ 45973.  18680. 139757.]
Les Hauteurs,[2471. 5976.]
Les Méchins,[2471. 7968.]
Les Éboulements,[17443. 45866.]
Letang,[3514.]
Letellier,[15381.]
Lethbridge,"[ 535439.  992626.  452299.  675934.  550788. 1381291.  587917.  536396.
 2285490.  341523.  488157.   50000. 1104273. 6330333.]"
Lethbridge County,[14836. 26688.]
"Lethbridge, Alberta",[ 203706. 1389278.  174997.]
Levack,[5040.]
Levis,[99995.]
Lewin's Cove,[4255. 3055.]
Lewisporte,[127340.  47392. 195561.  25289.  25904.  86217. 109154.]
"Lewisporte, Newfoundland and Labrador|Lewisporte, Terre-Neuve-et-Labrador",[26433.]
Likely,[10010.  3781.]
Lillooet,[149841. 109330.  63297. 136989.  47410. 136649. 558467.]
Lilooet,[13233.]
Lima,[282760. 189249.]
Lima & Pucallpa,[46179.]
"Lima, Peru|Lima, Pérou",[599416.]
Limehouse,[89982. 44990.]
Limestone,[4109.]
Lincoln,[ 7658. 12236.]
Lindell Beach,[10350. 19299.]
Linden,[1632. 6000.]
Lindsay,"[217976.  67500. 267922. 198807. 493514. 371821. 477847.  32038. 194142.
 109682.]"
"Lindsay, Ontario",[473291. 246309.]
Lingwick,[ 2882. 17868.]
Linton Corner,[1840.]
Lion's Head,[7157.    0.]
Lions Bay,[4558.]
Lipton,[ 1316. 28096.]
Listowel,[13070.]
"Listowel, Ontario",[40300.]
Listuguj,[1004124.   16468.   15934.]
Little Anse,[7836. 8464.]
Little Bay,[10412.]
Little Bay East,[35051. 34926. 36836. 28065. 32763. 30052. 30071. 30071. 30907. 31661.]
"Little Bay East, Newfoundland and Labrador|Little Bay East, Terre-Neuve-et-Labrador",[29373.]
Little Bras d'Or,[5332.]
Little Brook,[4295. 4514.]
Little Burnt Bay,[2986. 3055.]
Little Current,[43837. 42539. 24600.]
"Little Current, Ontario",[43472.]
Little Heart's Ease,[2239. 3055.]
Little Narrows,[3465.]
Little Rapids,[1005.]
Little Ridge,[21000.]
Little Shemogue,[4016.]
Lively,[35414.]
Liverpool,[40688. 91332.]
Llodminster,[9554.]
Lloydminster,[ 45000.  49757.  50000.  50000.  46910.  33943. 110397. 229381.]
"Lloydminster, Saskatchewan",[82562.]
Lochaber,[2700. 8345.]
Lochaber-Partie-Ouest,[1620. 7000.]
Lockeport,[11272. 12750.]
"Lockeport, Nova Scotia|Lockeport, Nouvelle-Écosse",[50000.]
Lockport,[32743.  1340.  2187.]
Locust Hill,[28476. 30376.]
Logan Lake,[26107. 30641. 60456.]
Logy Bay,[8203. 9576.]
Lombardy,[10080.]
Lomond,[26658. 31744. 31722. 33901. 35180. 36616. 39984. 28224.  1632. 28664.]
"Lomond, Alberta",[43920.]
Londesboro,[7280.]
London,"[3118855. 1678957. 2288842. 1656047. 2307302. 5289393. 5523418. 2714470.
 5595842. 2479412. 3658285. 6789767. 5355418.]"
"London, Ontario",[4383518.  528965.]
Lone Butte,[3450.]
Long Cove,[2239. 3055.]
Long Harbour,[5357. 5472.]
Long Lac,[487195.]
Long Point,[1380.]
Long Reach,[2300.]
Long Sault,[18480.]
Longlac,[ 61642.  59156. 126044.  47250.  34240.]
Longue-Pointe de Mingan,[3706.]
