prog_name_en,recipient_city,year,agreement_value
HPS Nat. Homelessness Information System (NHIS),Newmarket,2013,35000
HPS Nat. Homelessness Information System (NHIS),Newmarket,2014,100000
HPS Nat. Homelessness Information System (NHIS),North Bay,2014,100000
HPS Nat. Homelessness Information System (NHIS),Regina,2014,64576
HPS Nat. Homelessness Information System (NHIS),Saint John,2011,43709
HPS Nat. Homelessness Information System (NHIS),Saint John,2014,217308
HPS Nat. Homelessness Information System (NHIS),Sault Ste. Marie,2014,80000
HPS Nat. Homelessness Information System (NHIS),"Sault Ste. Marie, Ontario",2016,40000
HPS Nat. Homelessness Information System (NHIS),St John's,2013,61248
HPS Nat. Homelessness Information System (NHIS),"St. John's, Newfoundland and Labrador|St. John's, Terre-Neuve-et-Labrador",2018,332603
HPS Nat. Homelessness Information System (NHIS),Sudbury,2014,100000
HPS Nat. Homelessness Information System (NHIS),Thompson,2015,80000
HPS Nat. Homelessness Information System (NHIS),Thunder Bay,2014,100000
HPS Nat. Homelessness Information System (NHIS),Timmins,2013,45000
HPS Nat. Homelessness Information System (NHIS),Vancouver,2014,169168
HPS Nat. Homelessness Information System (NHIS),Whitehorse,2015,100000
HPS Nat. Homelessness Information System (NHIS),Windsor,2014,100000
HPS Nat. Homelessness Information System (NHIS),Winnipeg,2014,50226
HPS Nat. Homelessness Information System (NHIS),Winnipeg,2016,101041
HPS Nat. Homelessness Information System (NHIS),Yellowknife,2014,92159
HPS Rural and Remote Homelessness-Community Entity,Barrie,2011,3230202
HPS Rural and Remote Homelessness-Community Entity,Bathurst,2014,1674015
HPS Rural and Remote Homelessness-Community Entity,Brandon,2014,2327880
HPS Rural and Remote Homelessness-Community Entity,Charlottetown,2014,846610
HPS Rural and Remote Homelessness-Community Entity,Grand Falls-Windsor,2014,1069538
HPS Rural and Remote Homelessness-Community Entity,Halifax,2013,513673
HPS Rural and Remote Homelessness-Community Entity,Halifax,2014,2023330
HPS Rural and Remote Homelessness-Community Entity,Midhurst,2014,4696440
HPS Rural and Remote Homelessness-Community Entity,Prince George,2013,672189
HPS Rural and Remote Homelessness-Community Entity,Prince George,2014,3325945
HPS Rural and Remote Homelessness-Community Entity,Regina,2013,815309
HPS Rural and Remote Homelessness-Community Entity,Regina,2014,1414720
HPS Rural and Remote Homelessness-Community Entity,Sherwood Park,2013,499558
HPS Rural and Remote Homelessness-Community Entity,Sherwood Park,2014,2447790
HPS Rural and Remote Homelessness-Community Entity,Whitehorse,2013,150000
HPS Rural and Remote Homelessness-Community Entity,Whitehorse,2014,250000
HPS Rural and Remote Homelessness-Shared Delivery,Abbotsford,2011,49670
HPS Rural and Remote Homelessness-Shared Delivery,Alma,2014,55910
HPS Rural and Remote Homelessness-Shared Delivery,Alma,2015,101374
HPS Rural and Remote Homelessness-Shared Delivery,Asbestos,2015,90779
HPS Rural and Remote Homelessness-Shared Delivery,Baie-Saint-Paul,2014,26631
HPS Rural and Remote Homelessness-Shared Delivery,"Cambridge Bay, Nunavut",2017,227300
HPS Rural and Remote Homelessness-Shared Delivery,Campbell's Bay,2015,161217
HPS Rural and Remote Homelessness-Shared Delivery,Chibougamau,2015,77079
HPS Rural and Remote Homelessness-Shared Delivery,Coaticook,2013,50000
HPS Rural and Remote Homelessness-Shared Delivery,"Cookshire-Eaton, Quebec|Cookshire-Eaton, Québec",2017,27544
HPS Rural and Remote Homelessness-Shared Delivery,Cowansville,2014,25583
HPS Rural and Remote Homelessness-Shared Delivery,Cowansville,2015,112754
HPS Rural and Remote Homelessness-Shared Delivery,Dolbeau-Mistassini,2015,140873
HPS Rural and Remote Homelessness-Shared Delivery,Donnacona,2015,41485
HPS Rural and Remote Homelessness-Shared Delivery,"Donnacona, Quebec|Donnacona, Québec",2017,29290
HPS Rural and Remote Homelessness-Shared Delivery,"Fort Good Hope, Northwest Territories|Fort Good Hope, Territoires du Nord-Ouest",2017,98866
HPS Rural and Remote Homelessness-Shared Delivery,Granby,2014,75470
HPS Rural and Remote Homelessness-Shared Delivery,"Granby, Quebec|Granby, Québec",2016,112572
HPS Rural and Remote Homelessness-Shared Delivery,Happy Valley - Goose Bay,2013,51064
HPS Rural and Remote Homelessness-Shared Delivery,Happy Valley Goose Bay,2013,80890
HPS Rural and Remote Homelessness-Shared Delivery,Happy Valley-Goose Bay,2011,51662
HPS Rural and Remote Homelessness-Shared Delivery,Happy Valley-Goose Bay,2013,70000
HPS Rural and Remote Homelessness-Shared Delivery,"Hay River, Northwest Territories|Hay River, Territoires du Nord-Ouest",2017,116850
HPS Rural and Remote Homelessness-Shared Delivery,Inuvik,2019,70000
HPS Rural and Remote Homelessness-Shared Delivery,Joliette,2014,25273
HPS Rural and Remote Homelessness-Shared Delivery,Joliette,2015,61200
HPS Rural and Remote Homelessness-Shared Delivery,"Joliette, Quebec|Joliette, Québec",2016,41844
HPS Rural and Remote Homelessness-Shared Delivery,Kugaaruk,2013,94555
HPS Rural and Remote Homelessness-Shared Delivery,"La Pocatière, Quebec|La Pocatière, Québec",2018,27242
HPS Rural and Remote Homelessness-Shared Delivery,Lachute,2015,71496
HPS Rural and Remote Homelessness-Shared Delivery,"Lévis, Quebec|Lévis, Québec",2016,76332
HPS Rural and Remote Homelessness-Shared Delivery,"Mont-Joli, Quebec|Mont-Joli, Québec",2018,76576
HPS Rural and Remote Homelessness-Shared Delivery,Mont-Laurier,2014,38405
HPS Rural and Remote Homelessness-Shared Delivery,Mont-Laurier,2015,130987
HPS Rural and Remote Homelessness-Shared Delivery,Montague,2013,29100
HPS Rural and Remote Homelessness-Shared Delivery,Norman Wells,2015,45116
HPS Rural and Remote Homelessness-Shared Delivery,O'Leary,2014,45236
HPS Rural and Remote Homelessness-Shared Delivery,Pabos,2015,97770
HPS Rural and Remote Homelessness-Shared Delivery,"Pabos, Quebec|Pabos, Québec",2017,42862
HPS Rural and Remote Homelessness-Shared Delivery,Penticton,2011,65532
HPS Rural and Remote Homelessness-Shared Delivery,Plessisville,2014,35942
HPS Rural and Remote Homelessness-Shared Delivery,Pointe-à-la-Croix,2016,83408
HPS Rural and Remote Homelessness-Shared Delivery,Rimouski,2015,105786
HPS Rural and Remote Homelessness-Shared Delivery,"Rouyn-Noranda, Quebec|Rouyn-Noranda, Québec",2018,37318
HPS Rural and Remote Homelessness-Shared Delivery,Saint-André-Avellin,2014,26899
HPS Rural and Remote Homelessness-Shared Delivery,Saint-Georges,2014,31142
HPS Rural and Remote Homelessness-Shared Delivery,Sainte-Adèle,2014,45740
HPS Rural and Remote Homelessness-Shared Delivery,Sainte-Adèle,2015,175731
HPS Rural and Remote Homelessness-Shared Delivery,Sainte-Marguerite-du-Lac,2013,38597
HPS Rural and Remote Homelessness-Shared Delivery,Salaberry-de-Valleyfield,2014,29846
HPS Rural and Remote Homelessness-Shared Delivery,"Salaberry-de-Valleyfield, Quebec|Salaberry-de-Valleyfield, Québec",2016,106940
HPS Rural and Remote Homelessness-Shared Delivery,Sechelt,2011,49976
HPS Rural and Remote Homelessness-Shared Delivery,Sept-Îles,2014,28061
HPS Rural and Remote Homelessness-Shared Delivery,Shawinigan,2014,55354
HPS Rural and Remote Homelessness-Shared Delivery,Shawinigan,2015,274391
HPS Rural and Remote Homelessness-Shared Delivery,"Shawinigan, Quebec|Shawinigan, Québec",2017,25617
HPS Rural and Remote Homelessness-Shared Delivery,St-Gabriel-de-Brandon,2014,40645
HPS Rural and Remote Homelessness-Shared Delivery,St-Gervais,2014,28419
HPS Rural and Remote Homelessness-Shared Delivery,St-Hyacinthe,2014,56738
HPS Rural and Remote Homelessness-Shared Delivery,"St-Hyacinthe, Quebec|St-Hyacinthe, Québec",2016,52123
HPS Rural and Remote Homelessness-Shared Delivery,St-Jean-sur-Richelieu,2015,165200
HPS Rural and Remote Homelessness-Shared Delivery,St-Joseph-de-Ham-Sud,2015,129291
HPS Rural and Remote Homelessness-Shared Delivery,"St-Joseph-de-Ham-Sud, Quebec|St-Joseph-de-Ham-Sud, Québec",2017,33805
HPS Rural and Remote Homelessness-Shared Delivery,St-Pamphile,2014,27778
HPS Rural and Remote Homelessness-Shared Delivery,St. John's,2011,148935
HPS Rural and Remote Homelessness-Shared Delivery,St. John's,2014,258045
HPS Rural and Remote Homelessness-Shared Delivery,Victoriaville,2014,35193
HPS Rural and Remote Homelessness-Shared Delivery,"Victoriaville, Quebec|Victoriaville, Québec",2016,58260
HPS Rural and Remote Homelessness-Shared Delivery,Yarmouth,2011,128916
HPS-Aboriginal Communities-Community Entity,Victoria,2010,1250046
HPS-Aboriginal Communities-Shared Delivery,Brandon,2010,99500
HPS-Aboriginal Communities-Shared Delivery,Fredericton,2010,65156
HPS-Aboriginal Communities-Shared Delivery,Nanaimo,2010,236382
HPS-Aboriginal Communities-Shared Delivery,Prince Rupert,2010,115385
HPS-Aboriginal Communities-Shared Delivery,Saskatoon,2010,1138356
HPS-Aboriginal Communities-Shared Delivery,Sept-Îles,2010,177095
HPS-Aboriginal Communities-Shared Delivery,Thunder Bay,2010,294072
HPS-Aboriginal Communities-Shared Delivery,Whitehorse,2010,172192
HPS-Aboriginal Communities-Shared Delivery,Winnipeg,2010,47268
HPS-Aboriginal Homelessness-Community Entity,Bathurst,2014,326665
HPS-Aboriginal Homelessness-Community Entity,Brandon,2014,1225000
HPS-Aboriginal Homelessness-Community Entity,Calgary,2011,19030614
HPS-Aboriginal Homelessness-Community Entity,Calgary,2014,2808045
HPS-Aboriginal Homelessness-Community Entity,Edmonton,2011,19435260
HPS-Aboriginal Homelessness-Community Entity,Edmonton,2014,4541955
HPS-Aboriginal Homelessness-Community Entity,Fort McMurray,2014,1002835
HPS-Aboriginal Homelessness-Community Entity,Ft . McMurray,2011,1204989
HPS-Aboriginal Homelessness-Community Entity,Grande Prairie,2014,511385
HPS-Aboriginal Homelessness-Community Entity,Hamilton,2011,1013289
HPS-Aboriginal Homelessness-Community Entity,Hamilton,2014,1688815
HPS-Aboriginal Homelessness-Community Entity,Iqaluit,2014,918315
HPS-Aboriginal Homelessness-Community Entity,Kamloops,2014,672195
HPS-Aboriginal Homelessness-Community Entity,Kelowna,2014,551610
HPS-Aboriginal Homelessness-Community Entity,Lethbridge,2011,1182183
HPS-Aboriginal Homelessness-Community Entity,Lethbridge,2014,511380
HPS-Aboriginal Homelessness-Community Entity,Medicine Hat,2014,315930
HPS-Aboriginal Homelessness-Community Entity,Nanaimo,2012,221476
HPS-Aboriginal Homelessness-Community Entity,Nanaimo,2014,1089725
HPS-Aboriginal Homelessness-Community Entity,Prince George,2011,520569
HPS-Aboriginal Homelessness-Community Entity,Prince George,2014,867615
HPS-Aboriginal Homelessness-Community Entity,Prince Rupert,2013,120946
HPS-Aboriginal Homelessness-Community Entity,Prince Rupert,2014,631885
HPS-Aboriginal Homelessness-Community Entity,Red Deer,2014,609760
HPS-Aboriginal Homelessness-Community Entity,Regina,2014,3675000
HPS-Aboriginal Homelessness-Community Entity,Saskatoon,2013,872155
HPS-Aboriginal Homelessness-Community Entity,Saskatoon,2014,9483910
HPS-Aboriginal Homelessness-Community Entity,Shannonville,2011,2490714
HPS-Aboriginal Homelessness-Community Entity,Shannonville,2014,4151190
HPS-Aboriginal Homelessness-Community Entity,Thunder Bay,2014,276746
HPS-Aboriginal Homelessness-Community Entity,Thunder Bay,2015,1106984
HPS-Aboriginal Homelessness-Community Entity,Toronto,2011,5315997
HPS-Aboriginal Homelessness-Community Entity,Toronto,2014,7476265
HPS-Aboriginal Homelessness-Community Entity,Vancouver,2011,6518640
HPS-Aboriginal Homelessness-Community Entity,Vancouver,2014,10864400
HPS-Aboriginal Homelessness-Community Entity,Victoria,2011,1875069
HPS-Aboriginal Homelessness-Community Entity,Victoria,2014,843140
HPS-Aboriginal Homelessness-Community Entity,Whitehorse,2013,75287
HPS-Aboriginal Homelessness-Community Entity,Whitehorse,2014,376435
HPS-Aboriginal Homelessness-Community Entity,Winnipeg,2014,11025000
HPS-Aboriginal Homelessness-Community Entity,Yellowknife,2014,911480
HPS-Aboriginal Homelessness-Shared Delivery,Chibougamau,2015,146935
HPS-Aboriginal Homelessness-Shared Delivery,Chicoutimi,2014,29399
HPS-Aboriginal Homelessness-Shared Delivery,Edmonton,2011,252744
HPS-Aboriginal Homelessness-Shared Delivery,Kamloops,2011,35267
HPS-Aboriginal Homelessness-Shared Delivery,Kelowna,2011,142906
HPS-Aboriginal Homelessness-Shared Delivery,La Tuque,2014,30000
HPS-Aboriginal Homelessness-Shared Delivery,La Tuque,2015,150480
HPS-Aboriginal Homelessness-Shared Delivery,"La Tuque, Quebec|La Tuque, Québec",2018,55000
HPS-Aboriginal Homelessness-Shared Delivery,Montréal,2014,256837
HPS-Aboriginal Homelessness-Shared Delivery,Montréal,2015,1173141
HPS-Aboriginal Homelessness-Shared Delivery,"Montréal, Quebec|Montréal, Québec",2018,39190
HPS-Aboriginal Homelessness-Shared Delivery,Nanaimo,2011,63561
HPS-Aboriginal Homelessness-Shared Delivery,Prince Rupert,2011,90000
HPS-Aboriginal Homelessness-Shared Delivery,Prince Rupert,2013,70147
HPS-Aboriginal Homelessness-Shared Delivery,Québec,2014,63882
HPS-Aboriginal Homelessness-Shared Delivery,"Québec, Quebec|Québec, Québec",2016,75461
HPS-Aboriginal Homelessness-Shared Delivery,"Salluit, Quebec|Salluit, Québec",2017,22250
HPS-Aboriginal Homelessness-Shared Delivery,Sept-Îles,2014,29136
HPS-Aboriginal Homelessness-Shared Delivery,Sept-Îles,2015,119089
HPS-Aboriginal Homelessness-Shared Delivery,Val-d'Or,2014,141091
HPS-Aboriginal Homelessness-Shared Delivery,Winnipeg,2011,531591
HPS-Aboriginal Homeslessness- Community Entity,Thunder Bay,2015,1106964
HPS-Designated Communities-Community Entity,Bathurst,2014,540900
HPS-Designated Communities-Community Entity,Belleville,2014,592770
HPS-Designated Communities-Community Entity,Brampton,2011,2811030
HPS-Designated Communities-Community Entity,Brampton,2014,4685050
HPS-Designated Communities-Community Entity,Brandon,2014,2205000
HPS-Designated Communities-Community Entity,Brantford,2011,398820
HPS-Designated Communities-Community Entity,Brantford,2014,664700
HPS-Designated Communities-Community Entity,Burnaby,2014,41109145
HPS-Designated Communities-Community Entity,Calgary,2014,28909645
HPS-Designated Communities-Community Entity,Charlottetown,2011,971715
HPS-Designated Communities-Community Entity,Charlottetown,2014,1619525
HPS-Designated Communities-Community Entity,Durham,2011,395181
HPS-Designated Communities-Community Entity,Edmonton,2014,27850145
HPS-Designated Communities-Community Entity,Fort McMurray,2014,1005480
HPS-Designated Communities-Community Entity,Grande Prairie,2014,850280
HPS-Designated Communities-Community Entity,Guelph,2011,195606
HPS-Designated Communities-Community Entity,Guelph,2014,326010
HPS-Designated Communities-Community Entity,Halifax,2014,8271235
HPS-Designated Communities-Community Entity,Hamilton,2011,12684762
HPS-Designated Communities-Community Entity,Hamilton,2014,21141270
HPS-Designated Communities-Community Entity,Iqaluit,2014,1105125
HPS-Designated Communities-Community Entity,Kamloops,2014,1797810
HPS-Designated Communities-Community Entity,Kelowna,2014,2167645
HPS-Designated Communities-Community Entity,Kingston,2014,820690
HPS-Designated Communities-Community Entity,Kitchener,2014,2209025
HPS-Designated Communities-Community Entity,Lethbridge,2014,1458925
HPS-Designated Communities-Community Entity,London,2014,2566070
HPS-Designated Communities-Community Entity,Markham,2014,2651870
HPS-Designated Communities-Community Entity,Medicine Hat,2011,764337
HPS-Designated Communities-Community Entity,Medicine Hat,2014,1273895
HPS-Designated Communities-Community Entity,Midhurst,2014,687230
HPS-Designated Communities-Community Entity,Nanaimo,2014,1756710
HPS-Designated Communities-Community Entity,Nelson,2013,118810
HPS-Designated Communities-Community Entity,Nelson,2014,594050
HPS-Designated Communities-Community Entity,North Bay,2014,452380
HPS-Designated Communities-Community Entity,Oakville,2014,1673235
HPS-Designated Communities-Community Entity,Orangeville,2011,200787
HPS-Designated Communities-Community Entity,Orangeville,2014,334645
HPS-Designated Communities-Community Entity,Oshawa,2011,836640
HPS-Designated Communities-Community Entity,Oshawa,2014,1394400
HPS-Designated Communities-Community Entity,Ottawa,2011,16891359
HPS-Designated Communities-Community Entity,Ottawa,2014,28152264
HPS-Designated Communities-Community Entity,Peterborough,2011,395181
HPS-Designated Communities-Community Entity,Peterborough,2014,658635
HPS-Designated Communities-Community Entity,Prince Albert,2014,1823065
HPS-Designated Communities-Community Entity,Prince George,2013,337199
HPS-Designated Communities-Community Entity,Prince George,2014,1675790
HPS-Designated Communities-Community Entity,Red Deer,2014,1497880
HPS-Designated Communities-Community Entity,Regina,2014,1960000
HPS-Designated Communities-Community Entity,Saint John,2013,286372
HPS-Designated Communities-Community Entity,Saint John,2014,3937945
HPS-Designated Communities-Community Entity,Saskatoon,2014,1960000
HPS-Designated Communities-Community Entity,Sault Ste. Marie,2011,408180
HPS-Designated Communities-Community Entity,Sault Ste. Marie,2014,680300
HPS-Designated Communities-Community Entity,"Sault Ste. Marie, Ontario",2016,476210
HPS-Designated Communities-Community Entity,St. John's,2014,3487125
HPS-Designated Communities-Community Entity,Sudbury,2011,678567
HPS-Designated Communities-Community Entity,Sudbury,2014,1130945
HPS-Designated Communities-Community Entity,Sydney,2014,2327500
HPS-Designated Communities-Community Entity,Thompson,2013,338006
HPS-Designated Communities-Community Entity,Thompson,2014,934090
HPS-Designated Communities-Community Entity,Thorold,2011,1429410
HPS-Designated Communities-Community Entity,Thorold,2014,2382350
HPS-Designated Communities-Community Entity,Thunder Bay,2014,687230
HPS-Designated Communities-Community Entity,Toronto,2011,51889167
HPS-Designated Communities-Community Entity,Toronto,2014,86481945
HPS-Designated Communities-Community Entity,Victoria,2014,2281975
HPS-Designated Communities-Community Entity,Whitehorse,2013,236500
HPS-Designated Communities-Community Entity,Whitehorse,2014,1144700
HPS-Designated Communities-Community Entity,Windsor,2014,1701180
HPS-Designated Communities-Community Entity,Winnipeg,2014,17761720
HPS-Designated Communities-Community Entity,Yellowknife,2014,1172780
HPS-Designated Communities-Shared Delivery,Bathurst,2011,108180
HPS-Designated Communities-Shared Delivery,Beauharnois,2014,41520
HPS-Designated Communities-Shared Delivery,"Beauharnois, Quebec|Beauharnois, Québec",2016,111016
HPS-Designated Communities-Shared Delivery,Brandon,2010,262810
HPS-Designated Communities-Shared Delivery,Burnaby,2010,85000
HPS-Designated Communities-Shared Delivery,Burnaby,2011,260706
HPS-Designated Communities-Shared Delivery,Chicoutimi,2014,401498
HPS-Designated Communities-Shared Delivery,Chicoutimi,2015,265565
HPS-Designated Communities-Shared Delivery,Chicoutimi,2016,1195168
HPS-Designated Communities-Shared Delivery,Châteauguay,2014,32666
HPS-Designated Communities-Shared Delivery,Châteauguay,2015,924266
HPS-Designated Communities-Shared Delivery,Coquitlam,2010,575000
HPS-Designated Communities-Shared Delivery,Dartmouth,2010,1200000
HPS-Designated Communities-Shared Delivery,Dartmouth,2011,333960
HPS-Designated Communities-Shared Delivery,Drummondville,2014,383474
HPS-Designated Communities-Shared Delivery,Drummondville,2015,1311263
HPS-Designated Communities-Shared Delivery,Drummondville,2018,50819
HPS-Designated Communities-Shared Delivery,"Drummondville, Quebec|Drummondville, Québec",2016,63167
HPS-Designated Communities-Shared Delivery,Fredericton,2010,189069
HPS-Designated Communities-Shared Delivery,Fredericton,2011,42439
HPS-Designated Communities-Shared Delivery,Gatineau,2014,725908
HPS-Designated Communities-Shared Delivery,Gatineau,2015,464671
HPS-Designated Communities-Shared Delivery,Gatineau,2016,2374951
HPS-Designated Communities-Shared Delivery,Gatineau,2018,114500
HPS-Designated Communities-Shared Delivery,"Gatineau, Quebec|Gatineau, Québec",2018,73150
HPS-Designated Communities-Shared Delivery,Halifax,2010,1168547
HPS-Designated Communities-Shared Delivery,Jonquière,2014,66984
HPS-Designated Communities-Shared Delivery,Jonquière,2015,56801
HPS-Designated Communities-Shared Delivery,Jonquière,2016,247261
HPS-Designated Communities-Shared Delivery,Kamloops,2010,568550
HPS-Designated Communities-Shared Delivery,Kamloops,2011,90204
HPS-Designated Communities-Shared Delivery,Kelowna,2011,310835
HPS-Designated Communities-Shared Delivery,Kingston,2010,97166
HPS-Designated Communities-Shared Delivery,Kingston,2011,106243
HPS-Designated Communities-Shared Delivery,La Baie,2014,87838
HPS-Designated Communities-Shared Delivery,La Baie,2015,58803
HPS-Designated Communities-Shared Delivery,La Baie,2016,333292
HPS-Designated Communities-Shared Delivery,Laval,2010,34462
HPS-Designated Communities-Shared Delivery,Laval,2014,966089
HPS-Designated Communities-Shared Delivery,Laval,2015,3588538
HPS-Designated Communities-Shared Delivery,"Laval, Quebec|Laval, Québec",2018,60635
HPS-Designated Communities-Shared Delivery,Lavaltrie,2014,33254
HPS-Designated Communities-Shared Delivery,Lavaltrie,2015,115230
HPS-Designated Communities-Shared Delivery,Longueuil,2014,830517
HPS-Designated Communities-Shared Delivery,Longueuil,2015,3499615
HPS-Designated Communities-Shared Delivery,Longueuil (Lemoyne),2014,40766
HPS-Designated Communities-Shared Delivery,"Longueuil, Quebec|Longueuil, Québec",2017,114346
HPS-Designated Communities-Shared Delivery,Luskville,2014,29935
HPS-Designated Communities-Shared Delivery,Lévis,2014,140392
HPS-Designated Communities-Shared Delivery,Lévis,2015,990500
HPS-Designated Communities-Shared Delivery,Lévis,2018,27235
HPS-Designated Communities-Shared Delivery,"Lévis, Quebec|Lévis, Québec",2018,48370
HPS-Designated Communities-Shared Delivery,Maple Ridge,2011,486358
HPS-Designated Communities-Shared Delivery,Mascouche,2014,32963
HPS-Designated Communities-Shared Delivery,Mascouche,2015,116121
HPS-Designated Communities-Shared Delivery,Mirabel,2014,29120
HPS-Designated Communities-Shared Delivery,Mirabel,2015,334055
HPS-Designated Communities-Shared Delivery,Moncton,2011,49594
HPS-Designated Communities-Shared Delivery,Montreal,2010,159863
HPS-Designated Communities-Shared Delivery,Montreal,2011,206370
HPS-Designated Communities-Shared Delivery,Montreal,2013,1810773
HPS-Designated Communities-Shared Delivery,Montreal,2014,95990
HPS-Designated Communities-Shared Delivery,Montreal,2016,293430
HPS-Designated Communities-Shared Delivery,Montréal,2014,4913247
HPS-Designated Communities-Shared Delivery,Montréal,2015,28482716
HPS-Designated Communities-Shared Delivery,Montréal,2018,1762638
HPS-Designated Communities-Shared Delivery,"Montréal, Quebec|Montréal, Québec",2016,1691481
HPS-Designated Communities-Shared Delivery,"Montréal, Quebec|Montréal, Québec",2017,3750176
HPS-Designated Communities-Shared Delivery,"Montréal, Quebec|Montréal, Québec",2018,100000
HPS-Designated Communities-Shared Delivery,Nanaimo,2010,120000
HPS-Designated Communities-Shared Delivery,Nanaimo,2011,160941
HPS-Designated Communities-Shared Delivery,Nelson,2011,118810
HPS-Designated Communities-Shared Delivery,New Westminster,2010,1166500
HPS-Designated Communities-Shared Delivery,New Westminster,2011,320026
HPS-Designated Communities-Shared Delivery,Oshawa,2010,276738
HPS-Designated Communities-Shared Delivery,Pont-Viau,2010,38644
HPS-Designated Communities-Shared Delivery,Prince Albert,2010,409179
HPS-Designated Communities-Shared Delivery,Prince George,2011,106775
HPS-Designated Communities-Shared Delivery,Quebec,2010,115824
HPS-Designated Communities-Shared Delivery,Quebec,2014,134973
HPS-Designated Communities-Shared Delivery,Québec,2014,2101662
HPS-Designated Communities-Shared Delivery,Québec,2015,10118910
HPS-Designated Communities-Shared Delivery,"Québec, Quebec|Québec, Québec",2017,118558
HPS-Designated Communities-Shared Delivery,"Québec, Quebec|Québec, Québec",2018,96864
HPS-Designated Communities-Shared Delivery,Regina,2010,178428
HPS-Designated Communities-Shared Delivery,Regina,2011,234113
HPS-Designated Communities-Shared Delivery,"Saguenay, Quebec|Saguenay, Québec",2017,151016
HPS-Designated Communities-Shared Delivery,Saint-Amable,2015,30100
HPS-Designated Communities-Shared Delivery,Saint-Augustin-de-Desmau,2014,50254
HPS-Designated Communities-Shared Delivery,Saint-Augustin-de-Desmaures,2015,112573
HPS-Designated Communities-Shared Delivery,Saint-Eustache,2014,176650
HPS-Designated Communities-Shared Delivery,Saint-Eustache,2015,876204
HPS-Designated Communities-Shared Delivery,Saint-Hubert,2015,370585
HPS-Designated Communities-Shared Delivery,Saint-Jérôme,2014,98280
HPS-Designated Communities-Shared Delivery,Saint-Jérôme,2015,998382
HPS-Designated Communities-Shared Delivery,"Saint-Lambert, Quebec|Saint-Lambert, Québec",2016,76051
HPS-Designated Communities-Shared Delivery,Saint-Sauveur,2015,488710
HPS-Designated Communities-Shared Delivery,Sainte-Anne-des-Plaines,2015,91413
HPS-Designated Communities-Shared Delivery,Sainte-Thérèse,2010,38350
HPS-Designated Communities-Shared Delivery,Sainte-Thérèse,2014,37355
HPS-Designated Communities-Shared Delivery,Sainte-Thérèse,2015,380944
HPS-Designated Communities-Shared Delivery,Salaberry-de-Valleyfield,2014,302369
HPS-Designated Communities-Shared Delivery,Salaberry-de-Valleyfield,2015,850739
HPS-Designated Communities-Shared Delivery,Saskatoon,2010,347280
HPS-Designated Communities-Shared Delivery,Sherbrooke,2014,756465
HPS-Designated Communities-Shared Delivery,Sherbrooke,2015,2410351
HPS-Designated Communities-Shared Delivery,Sherbrooke,2018,19814
HPS-Designated Communities-Shared Delivery,"Sherbrooke, Quebec|Sherbrooke, Québec",2017,287242
HPS-Designated Communities-Shared Delivery,Sorel-Tracy,2014,82972
HPS-Designated Communities-Shared Delivery,Sorel-Tracy,2015,447691
HPS-Designated Communities-Shared Delivery,St-Eustache,2014,34580
HPS-Designated Communities-Shared Delivery,St-Hubert,2014,91371
HPS-Designated Communities-Shared Delivery,St-Jean-Chrysostome,2014,96300
HPS-Designated Communities-Shared Delivery,St-Jérôme,2010,30080
HPS-Designated Communities-Shared Delivery,St-Jérôme,2014,28866
HPS-Designated Communities-Shared Delivery,St-Rédempteur,2014,90332
HPS-Designated Communities-Shared Delivery,St-Rémi,2014,71094
HPS-Designated Communities-Shared Delivery,St-Sauveur,2014,152078
HPS-Designated Communities-Shared Delivery,St. John's,2011,144273
HPS-Designated Communities-Shared Delivery,"Ste-Geneviève, Quebec|Ste-Geneviève, Québec",2016,103651
HPS-Designated Communities-Shared Delivery,Ste-Thérèse,2015,71416
HPS-Designated Communities-Shared Delivery,Surrey,2011,373539
HPS-Designated Communities-Shared Delivery,Sydney,2011,195100
HPS-Designated Communities-Shared Delivery,Terrebonne,2014,412450
HPS-Designated Communities-Shared Delivery,Terrebonne,2015,1817881
HPS-Designated Communities-Shared Delivery,Trois-Rivières,2014,554597
HPS-Designated Communities-Shared Delivery,Trois-Rivières,2015,2212737
HPS-Designated Communities-Shared Delivery,Valleyfield,2014,187656
HPS-Designated Communities-Shared Delivery,Vancouver,2010,2895000
HPS-Designated Communities-Shared Delivery,Vancouver,2011,2002660
HPS-Designated Communities-Shared Delivery,Vaudreuil-Dorion,2014,124690
HPS-Designated Communities-Shared Delivery,Vaudreuil-Dorion,2015,522649
HPS-Designated Communities-Shared Delivery,Verdun,2014,47499
HPS-Designated Communities-Shared Delivery,Verdun,2016,758774
HPS-Designated Communities-Shared Delivery,Whitehorse,2011,156420
HPS-Designated Communities-Shared Delivery,Winnipeg,2010,386985
HPS-Designated Communities-Shared Delivery,Winnipeg,2011,1512491
HPS-Federal Horizontal Pilot Projects,Burnaby,2013,1120650
HPS-Federal Horizontal Pilot Projects,Calgary,2013,1054616
HPS-Federal Horizontal Pilot Projects,Edmonton,2013,492688
HPS-Federal Horizontal Pilot Projects,Fredericton,2013,570376
HPS-Federal Horizontal Pilot Projects,Merrickville,2010,224269
HPS-Federal Horizontal Pilot Projects,Moncton,2013,377420
HPS-Federal Horizontal Pilot Projects,Ottawa,2013,97589
HPS-Federal Horizontal Pilot Projects,Quebec,2013,1500000
HPS-Federal Horizontal Pilot Projects,Toronto,2010,145512
HPS-Federal Horizontal Pilot Projects,Toronto,2013,2085085
